trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1772649817191_interfere,interfere,near/bright,1772649817390,track_new,1,,,
1772649817191_interfere,interfere,near/bright,1772649817390,track_new,2,,,
1772649817191_interfere,interfere,near/bright,1772649817932,track_new,3,,,
1772649817191_interfere,interfere,near/bright,1772649817932,track_new,4,,,
1772649817191_interfere,interfere,near/bright,1772649817932,track_new,5,,,
1772649817191_interfere,interfere,near/bright,1772649817932,track_lost,1,,,
1772649817191_interfere,interfere,near/bright,1772649817932,track_lost,2,,,
1772649817191_interfere,interfere,near/bright,1772649818069,track_lost,4,,,
1772649817191_interfere,interfere,near/bright,1772649818197,track_lost,3,,,
1772649817191_interfere,interfere,near/bright,1772649818309,track_lost,5,,,
1772649817191_interfere,interfere,near/bright,1772649821517,track_new,29,,,
1772649817191_interfere,interfere,near/bright,1772649821517,track_new,30,,,
1772649817191_interfere,interfere,near/bright,1772649821517,track_lost,2,,,
1772649817191_interfere,interfere,near/bright,1772649823608,track_lost,29,,,
1772649817191_interfere,interfere,near/bright,1772649826738,track_lost,30,,,
1772649817191_interfere,interfere,near/bright,1772649827881,track_new,76,,,
1772649817191_interfere,interfere,near/bright,1772649828529,track_lost,76,,,
1772649817191_interfere,interfere,near/bright,1772649836591,track_new,132,,,
1772649817191_interfere,interfere,near/bright,1772649836591,track_lost,30,,,
1772649817191_interfere,interfere,near/bright,1772649841080,track_new,159,,,
1772649817191_interfere,interfere,near/bright,1772649841081,track_new,160,,,
1772649817191_interfere,interfere,near/bright,1772649841081,track_lost,132,,,
1772649817191_interfere,interfere,near/bright,1772649841226,track_lost,160,,,
