trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1771264251848_interfere,interfere,near/dim,1771264252644,track_new,1,,,
1771264251848_interfere,interfere,near/dim,1771264252644,track_new,2,,,
1771264251848_interfere,interfere,near/dim,1771264253135,track_lost,2,,,
1771264251848_interfere,interfere,near/dim,1771264253695,track_lost,1,,,
1771264251848_interfere,interfere,near/dim,1771264254225,track_lost,1,,,
1771264251848_interfere,interfere,near/dim,1771264255635,track_new,3,,,
1771264251848_interfere,interfere,near/dim,1771264255830,track_lost,3,,,
1771264251848_interfere,interfere,near/dim,1771264256186,track_lost,3,,,
1771264251848_interfere,interfere,near/dim,1771264256400,track_lost,3,,,
1771264251848_interfere,interfere,near/dim,1771264259724,track_lost,3,,,
1771264251848_interfere,interfere,near/dim,1771264260015,track_new,8,,,
1771264251848_interfere,interfere,near/dim,1771264260313,track_lost,8,,,
1771264251848_interfere,interfere,near/dim,1771264261614,track_new,9,,,
1771264251848_interfere,interfere,near/dim,1771264262050,track_new,10,,,
1771264251848_interfere,interfere,near/dim,1771264262050,track_lost,9,,,
1771264251848_interfere,interfere,near/dim,1771264262163,track_lost,10,,,
1771264251848_interfere,interfere,near/dim,1771264263013,track_lost,9,,,
1771264251848_interfere,interfere,near/dim,1771264263346,track_new,11,,,
1771264251848_interfere,interfere,near/dim,1771264263426,track_lost,11,,,
1771264251848_interfere,interfere,near/dim,1771264273679,track_new,13,,,
1771264251848_interfere,interfere,near/dim,1771264277650,track_lost,13,,,
1771264251848_interfere,interfere,near/dim,1771264277992,track_lost,13,,,
1771264251848_interfere,interfere,near/dim,1771264279292,track_new,18,,,
1771264251848_interfere,interfere,near/dim,1771264279970,track_lost,18,,,
1771264251848_interfere,interfere,near/dim,1771264282587,track_new,19,,,
1771264251848_interfere,interfere,near/dim,1771264285760,track_lost,19,,,
1771264251848_interfere,interfere,near/dim,1771264286620,track_lost,19,,,
1771264251848_interfere,interfere,near/dim,1771264288310,track_lost,19,,,
1771264251848_interfere,interfere,near/dim,1771264289084,track_lost,19,,,
1771264251848_interfere,interfere,near/dim,1771264289413,track_lost,19,,,
1771264251848_interfere,interfere,near/dim,1771264290516,track_lost,19,,,
