trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1774975855237_interfere,interfere,near/bright,1,1774975855452,2,0,99.504,35.997,0.0,139.505,0,0,0
1774975855237_interfere,interfere,near/bright,2,1774975855564,1,1,70.849,22.007,0.0,96.847,1,0,0
1774975855237_interfere,interfere,near/bright,3,1774975855693,1,0,81.144,28.437,0.0,115.632,0,1,0
1774975855237_interfere,interfere,near/bright,4,1774975855822,2,0,71.617,36.451,0.999,113.067,0,0,0
1774975855237_interfere,interfere,near/bright,5,1774975855931,1,0,73.515,18.607,1.532,93.654,0,0,0
1774975855237_interfere,interfere,near/bright,6,1774975856056,2,0,73.757,34.994,1.001,111.756,0,0,0
1774975855237_interfere,interfere,near/bright,7,1774975856174,1,1,77.216,24.884,0.0,104.1,1,0,0
1774975855237_interfere,interfere,near/bright,8,1774975856288,1,1,73.004,23.51,1.001,100.515,0,0,0
1774975855237_interfere,interfere,near/bright,9,1774975856399,1,1,73.571,21.0,1.008,96.851,0,0,0
1774975855237_interfere,interfere,near/bright,10,1774975856518,1,1,80.022,24.0,0.0,106.021,0,0,0
1774975855237_interfere,interfere,near/bright,11,1774975856644,1,1,85.348,23.001,0.999,111.348,0,0,0
1774975855237_interfere,interfere,near/bright,12,1774975856756,1,1,72.507,23.004,0.998,98.508,0,0,0
1774975855237_interfere,interfere,near/bright,13,1774975856870,1,1,72.514,22.003,1.041,98.512,0,0,0
1774975855237_interfere,interfere,near/bright,14,1774975856987,1,1,77.006,21.51,0.0,101.515,0,0,0
1774975855237_interfere,interfere,near/bright,15,1774975857109,1,1,82.337,23.089,0.0,106.426,0,0,0
1774975855237_interfere,interfere,near/bright,16,1774975857231,1,1,79.511,23.002,1.0,106.513,0,0,0
1774975855237_interfere,interfere,near/bright,17,1774975857350,1,1,76.343,26.0,0.0,105.344,0,0,0
1774975855237_interfere,interfere,near/bright,18,1774975857463,1,1,75.101,21.005,0.0,98.104,0,0,0
1774975855237_interfere,interfere,near/bright,19,1774975857602,2,2,81.419,37.747,0.999,123.163,2,1,0
1774975855237_interfere,interfere,near/bright,20,1774975857724,1,1,81.517,24.0,0.0,108.514,0,1,0
1774975855237_interfere,interfere,near/bright,21,1774975857847,1,1,84.512,22.001,0.0,109.512,0,0,0
1774975855237_interfere,interfere,near/bright,22,1774975857978,1,1,87.507,24.527,0.0,115.032,0,0,0
1774975855237_interfere,interfere,near/bright,23,1774975858088,1,1,73.57,20.513,1.004,97.08,0,0,0
1774975855237_interfere,interfere,near/bright,24,1774975858219,1,1,87.463,26.505,0.0,117.082,0,0,0
1774975855237_interfere,interfere,near/bright,25,1774975858334,1,1,76.875,22.002,0.998,101.875,0,0,0
1774975855237_interfere,interfere,near/bright,26,1774975858453,1,1,80.517,21.001,0.0,104.516,0,0,0
1774975855237_interfere,interfere,near/bright,27,1774975858579,1,1,86.468,22.512,1.0,111.978,0,0,0
1774975855237_interfere,interfere,near/bright,28,1774975858707,1,1,87.45,22.002,0.0,111.455,0,0,0
1774975855237_interfere,interfere,near/bright,29,1774975858824,1,1,76.509,23.001,1.0,102.511,0,0,0
1774975855237_interfere,interfere,near/bright,30,1774975858940,1,1,78.511,21.004,0.998,102.512,1,1,0
1774975855237_interfere,interfere,near/bright,31,1774975859061,1,1,77.158,25.479,0.0,104.637,0,0,0
1774975855237_interfere,interfere,near/bright,32,1774975859184,1,1,80.069,22.51,0.0,105.582,0,0,0
1774975855237_interfere,interfere,near/bright,33,1774975859300,1,1,75.514,25.004,0.0,102.519,0,0,0
1774975855237_interfere,interfere,near/bright,34,1774975859421,1,1,82.793,22.0,0.0,107.792,0,0,0
1774975855237_interfere,interfere,near/bright,35,1774975859542,1,1,82.64,22.997,0.0,107.637,0,0,0
1774975855237_interfere,interfere,near/bright,36,1774975859660,1,1,78.644,23.002,0.0,104.651,0,0,0
1774975855237_interfere,interfere,near/bright,37,1774975859780,1,1,78.194,22.528,0.0,103.722,0,0,0
1774975855237_interfere,interfere,near/bright,38,1774975859885,1,1,68.006,20.515,0.997,92.518,0,0,0
1774975855237_interfere,interfere,near/bright,39,1774975860017,1,1,87.743,26.995,0.0,117.737,0,0,0
1774975855237_interfere,interfere,near/bright,40,1774975860127,1,1,71.543,22.001,0.0,95.543,0,0,0
1774975855237_interfere,interfere,near/bright,41,1774975860242,1,1,75.249,23.001,0.0,100.25,0,0,0
1774975855237_interfere,interfere,near/bright,42,1774975860356,1,1,75.52,23.108,0.0,101.113,0,0,0
1774975855237_interfere,interfere,near/bright,43,1774975860478,1,1,79.818,21.672,1.006,105.493,0,0,0
1774975855237_interfere,interfere,near/bright,44,1774975860594,1,1,79.237,19.513,0.0,100.749,0,0,0
1774975855237_interfere,interfere,near/bright,45,1774975860679,0,0,68.518,0.0,0.0,70.517,0,1,0
1774975855237_interfere,interfere,near/bright,46,1774975860791,1,1,74.138,21.548,0.999,98.681,1,0,0
1774975855237_interfere,interfere,near/bright,47,1774975860890,0,0,82.144,0.0,0.0,84.143,0,1,0
1774975855237_interfere,interfere,near/bright,48,1774975860976,0,0,69.004,0.0,0.0,72.005,0,0,0
1774975855237_interfere,interfere,near/bright,49,1774975861069,0,0,72.159,0.0,0.0,74.159,0,0,0
1774975855237_interfere,interfere,near/bright,50,1774975861183,1,1,75.196,22.517,0.0,99.715,1,0,0
1774975855237_interfere,interfere,near/bright,51,1774975861314,1,1,90.492,22.001,0.999,116.493,0,0,0
1774975855237_interfere,interfere,near/bright,52,1774975861432,1,1,72.238,27.628,0.0,102.871,0,0,0
1774975855237_interfere,interfere,near/bright,53,1774975861547,1,1,72.511,23.001,0.0,99.511,0,0,0
1774975855237_interfere,interfere,near/bright,54,1774975861668,1,1,78.047,22.009,0.998,104.056,0,0,0
1774975855237_interfere,interfere,near/bright,55,1774975861786,1,1,78.072,23.514,0.0,103.586,0,0,0
1774975855237_interfere,interfere,near/bright,56,1774975861909,1,1,77.632,26.0,0.0,107.63,0,0,0
1774975855237_interfere,interfere,near/bright,57,1774975862043,1,1,87.465,24.997,0.0,115.465,0,0,0
1774975855237_interfere,interfere,near/bright,58,1774975862167,1,1,82.874,22.008,1.001,108.887,0,0,0
1774975855237_interfere,interfere,near/bright,59,1774975862291,1,1,83.507,21.508,0.999,109.017,0,0,0
1774975855237_interfere,interfere,near/bright,60,1774975862412,1,1,76.828,20.997,1.0,100.824,0,0,0
1774975855237_interfere,interfere,near/bright,61,1774975862545,1,1,86.715,25.001,0.0,114.715,0,0,0
1774975855237_interfere,interfere,near/bright,62,1774975862662,1,1,76.522,23.595,0.999,104.115,0,0,0
1774975855237_interfere,interfere,near/bright,63,1774975862777,1,1,73.663,22.005,0.0,98.172,0,0,0
1774975855237_interfere,interfere,near/bright,64,1774975862900,1,1,78.229,22.509,1.0,104.738,0,0,0
1774975855237_interfere,interfere,near/bright,65,1774975863024,1,1,75.973,27.999,0.0,105.977,0,0,0
1774975855237_interfere,interfere,near/bright,66,1774975863156,1,1,81.78,30.002,0.999,114.782,0,0,0
1774975855237_interfere,interfere,near/bright,67,1774975863295,1,1,94.888,23.511,0.999,123.402,0,0,0
1774975855237_interfere,interfere,near/bright,68,1774975863437,1,1,90.774,27.203,1.0,122.977,0,0,0
1774975855237_interfere,interfere,near/bright,69,1774975863613,1,1,122.301,34.868,0.0,159.159,0,0,0
1774975855237_interfere,interfere,near/bright,70,1774975863782,1,1,109.525,36.007,0.0,148.802,0,0,0
