trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1771262433660_swipe,swipe,near/bright,1771262434001,track_new,1,,,
1771262433660_swipe,swipe,near/bright,1771262437744,track_lost,1,,,
1771262433660_swipe,swipe,near/bright,1771262437846,track_new,2,,,
1771262433660_swipe,swipe,near/bright,1771262438195,track_new,3,,,
1771262433660_swipe,swipe,near/bright,1771262438196,track_lost,2,,,
1771262433660_swipe,swipe,near/bright,1771262439062,track_new,4,,,
1771262433660_swipe,swipe,near/bright,1771262439062,track_lost,3,,,
1771262433660_swipe,swipe,near/bright,1771262446979,track_lost,4,,,
1771262433660_swipe,swipe,near/bright,1771262451579,track_lost,4,,,
1771262433660_swipe,swipe,near/bright,1771262451989,track_lost,4,,,
1771262433660_swipe,swipe,near/bright,1771262453231,track_lost,4,,,
1771262433660_swipe,swipe,near/bright,1771262453343,track_new,5,,,
