trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1768838681123_interfere,interfere,near/dim,1768838681770,track_new,1,,,
1768838681123_interfere,interfere,near/dim,1768838681771,track_new,2,,,
1768838681123_interfere,interfere,near/dim,1768838681771,track_new,3,,,
1768838681123_interfere,interfere,near/dim,1768838681771,track_new,4,,,
1768838681123_interfere,interfere,near/dim,1768838681772,track_new,5,,,
1768838681123_interfere,interfere,near/dim,1768838682570,track_lost,5,,,
1768838681123_interfere,interfere,near/dim,1768838683500,track_lost,5,,,
1768838681123_interfere,interfere,near/dim,1768838684828,track_lost,5,,,
1768838681123_interfere,interfere,near/dim,1768838687275,track_lost,3,,,
1768838681123_interfere,interfere,near/dim,1768838687275,track_lost,4,,,
1768838681123_interfere,interfere,near/dim,1768838687653,track_lost,2,,,
1768838681123_interfere,interfere,near/dim,1768838689653,track_lost,1,,,
1768838681123_interfere,interfere,near/dim,1768838691416,track_lost,2,,,
1768838681123_interfere,interfere,near/dim,1768838691749,track_lost,1,,,
1768838681123_interfere,interfere,near/dim,1768838692927,track_lost,2,,,
1768838681123_interfere,interfere,near/dim,1768838698136,track_lost,2,,,
