trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1775696181869_interfere,interfere,near/bright,1775696182659,track_new,1,,,
1775696181869_interfere,interfere,near/bright,1775696184916,track_new,2,,,
1775696181869_interfere,interfere,near/bright,1775696187348,track_lost,1,,,
1775696181869_interfere,interfere,near/bright,1775696188034,track_new,3,,,
1775696181869_interfere,interfere,near/bright,1775696190222,track_lost,2,,,
1775696181869_interfere,interfere,near/bright,1775696197722,track_lost,3,,,
1775696181869_interfere,interfere,near/bright,1775696201455,track_lost,2,,,
1775696181869_interfere,interfere,near/bright,1775696201455,track_lost,3,,,
1775696181869_interfere,interfere,near/bright,1775696201587,track_new,6,,,
1775696181869_interfere,interfere,near/bright,1775696201748,track_new,7,,,
1775696181869_interfere,interfere,near/bright,1775696201879,track_lost,7,,,
1775696181869_interfere,interfere,near/bright,1775696202432,track_lost,6,,,
1775696181869_interfere,interfere,near/bright,1775696202753,track_lost,7,,,
1775696181869_interfere,interfere,near/bright,1775696203057,track_lost,2,,,
1775696181869_interfere,interfere,near/bright,1775696203057,track_lost,3,,,
1775696181869_interfere,interfere,near/bright,1775696203214,track_new,8,,,
1775696181869_interfere,interfere,near/bright,1775696212518,track_lost,8,,,
1775696181869_interfere,interfere,near/bright,1775696212518,track_lost,2,,,
1775696181869_interfere,interfere,near/bright,1775696212662,track_new,10,,,
1775696181869_interfere,interfere,near/bright,1775696212811,track_new,12,,,
1775696181869_interfere,interfere,near/bright,1775696220441,track_new,13,,,
