trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1771261692938_swipe,swipe,near/bright,1771261693671,track_new,1,,,
1771261692938_swipe,swipe,near/bright,1771261693671,track_new,2,,,
1771261692938_swipe,swipe,near/bright,1771261694074,track_new,3,,,
1771261692938_swipe,swipe,near/bright,1771261704142,track_lost,1,,,
1771261692938_swipe,swipe,near/bright,1771261707423,track_lost,1,,,
1771261692938_swipe,swipe,near/bright,1771261708727,track_lost,1,,,
1771261692938_swipe,swipe,near/bright,1771261708869,track_new,4,,,
1771261692938_swipe,swipe,near/bright,1771261711745,track_lost,4,,,
1771261692938_swipe,swipe,near/bright,1771261712290,track_new,8,,,
1771261692938_swipe,swipe,near/bright,1771261712715,track_lost,3,,,
