trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1768838631826_interfere,interfere,near/dim,1768838632454,track_new,1,,,
1768838631826_interfere,interfere,near/dim,1768838632454,track_new,2,,,
1768838631826_interfere,interfere,near/dim,1768838632454,track_new,3,,,
1768838631826_interfere,interfere,near/dim,1768838632455,track_new,4,,,
1768838631826_interfere,interfere,near/dim,1768838634081,track_lost,3,,,
1768838631826_interfere,interfere,near/dim,1768838634411,track_lost,4,,,
1768838631826_interfere,interfere,near/dim,1768838634687,track_lost,1,,,
1768838631826_interfere,interfere,near/dim,1768838635324,track_lost,1,,,
1768838631826_interfere,interfere,near/dim,1768838635992,track_new,16,,,
1768838631826_interfere,interfere,near/dim,1768838635992,track_new,17,,,
1768838631826_interfere,interfere,near/dim,1768838635993,track_new,18,,,
1768838631826_interfere,interfere,near/dim,1768838635993,track_lost,2,,,
1768838631826_interfere,interfere,near/dim,1768838635993,track_lost,4,,,
1768838631826_interfere,interfere,near/dim,1768838636275,track_lost,16,,,
1768838631826_interfere,interfere,near/dim,1768838636275,track_lost,17,,,
1768838631826_interfere,interfere,near/dim,1768838636275,track_lost,18,,,
1768838631826_interfere,interfere,near/dim,1768838636531,track_lost,4,,,
1768838631826_interfere,interfere,near/dim,1768838636780,track_lost,2,,,
1768838631826_interfere,interfere,near/dim,1768838637322,track_new,28,,,
1768838631826_interfere,interfere,near/dim,1768838637323,track_new,29,,,
1768838631826_interfere,interfere,near/dim,1768838637324,track_lost,17,,,
1768838631826_interfere,interfere,near/dim,1768838637938,track_lost,18,,,
1768838631826_interfere,interfere,near/dim,1768838637938,track_lost,29,,,
1768838631826_interfere,interfere,near/dim,1768838641857,track_lost,18,,,
1768838631826_interfere,interfere,near/dim,1768838643238,track_lost,18,,,
