trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1773325442796_interfere,interfere,near/dim,1773325443508,track_new,1,,,
1773325442796_interfere,interfere,near/dim,1773325443685,track_lost,1,,,
1773325442796_interfere,interfere,near/dim,1773325443908,track_new,2,,,
1773325442796_interfere,interfere,near/dim,1773325444420,track_lost,2,,,
1773325442796_interfere,interfere,near/dim,1773325445201,track_lost,1,,,
1773325442796_interfere,interfere,near/dim,1773325445888,track_lost,2,,,
1773325442796_interfere,interfere,near/dim,1773325446826,track_lost,1,,,
1773325442796_interfere,interfere,near/dim,1773325447130,track_new,3,,,
1773325442796_interfere,interfere,near/dim,1773325450388,track_new,4,,,
1773325442796_interfere,interfere,near/dim,1773325458285,track_lost,4,,,
1773325442796_interfere,interfere,near/dim,1773325460266,track_lost,3,,,
1773325442796_interfere,interfere,near/dim,1773325461987,track_lost,3,,,
1773325442796_interfere,interfere,near/dim,1773325461987,track_lost,4,,,
1773325442796_interfere,interfere,near/dim,1773325462257,track_new,5,,,
1773325442796_interfere,interfere,near/dim,1773325462257,track_lost,3,,,
1773325442796_interfere,interfere,near/dim,1773325462326,track_lost,5,,,
1773325442796_interfere,interfere,near/dim,1773325463064,track_lost,3,,,
1773325442796_interfere,interfere,near/dim,1773325463950,track_lost,3,,,
1773325442796_interfere,interfere,near/dim,1773325464251,track_lost,4,,,
1773325442796_interfere,interfere,near/dim,1773325465266,track_lost,3,,,
1773325442796_interfere,interfere,near/dim,1773325467258,track_lost,3,,,
1773325442796_interfere,interfere,near/dim,1773325467258,track_lost,4,,,
1773325442796_interfere,interfere,near/dim,1773325467749,track_new,7,,,
1773325442796_interfere,interfere,near/dim,1773325468011,track_lost,7,,,
