trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1772646103122_swipe,swipe,near/bright,1,1772646103287,0,0,72.02,0.0,0.0,74.186,0,0,0
1772646103122_swipe,swipe,near/bright,2,1772646103360,0,0,57.91,0.0,0.0,59.91,0,0,0
1772646103122_swipe,swipe,near/bright,3,1772646103442,0,0,68.716,0.0,0.0,70.222,0,0,0
1772646103122_swipe,swipe,near/bright,4,1772646103520,0,0,66.167,0.0,0.0,67.167,0,0,0
1772646103122_swipe,swipe,near/bright,5,1772646103596,0,0,63.155,0.0,0.0,65.154,0,0,0
1772646103122_swipe,swipe,near/bright,6,1772646103694,1,1,63.033,22.479,0.0,88.022,1,0,1
1772646103122_swipe,swipe,near/bright,7,1772646103794,1,1,62.612,22.044,0.0,88.695,0,0,1
1772646103122_swipe,swipe,near/bright,8,1772646103883,1,1,57.108,20.122,0.0,79.24,0,0,1
1772646103122_swipe,swipe,near/bright,9,1772646103961,0,0,64.891,0.0,0.0,66.395,0,1,0
1772646103122_swipe,swipe,near/bright,10,1772646104035,0,0,60.619,0.0,0.0,61.624,0,0,0
1772646103122_swipe,swipe,near/bright,11,1772646104138,1,0,68.154,20.044,0.0,92.201,0,0,1
1772646103122_swipe,swipe,near/bright,12,1772646104236,1,1,64.145,19.04,0.998,86.182,1,0,1
1772646103122_swipe,swipe,near/bright,13,1772646104332,1,1,62.219,20.041,0.0,83.769,0,0,1
1772646103122_swipe,swipe,near/bright,14,1772646104427,1,1,61.157,18.05,0.0,82.206,0,0,1
1772646103122_swipe,swipe,near/bright,15,1772646104519,1,1,57.132,21.098,0.0,81.23,0,0,1
1772646103122_swipe,swipe,near/bright,16,1772646104609,1,1,57.162,19.082,0.0,79.246,0,0,1
1772646103122_swipe,swipe,near/bright,17,1772646104706,1,1,59.829,21.533,0.0,84.366,0,0,1
1772646103122_swipe,swipe,near/bright,18,1772646104807,1,1,65.64,20.045,1.004,89.691,0,0,1
1772646103122_swipe,swipe,near/bright,19,1772646104901,1,1,62.124,19.037,0.0,84.165,0,0,1
1772646103122_swipe,swipe,near/bright,20,1772646104993,1,1,60.141,19.543,0.0,81.686,0,0,1
1772646103122_swipe,swipe,near/bright,21,1772646105088,1,1,60.626,19.066,0.0,81.69,0,0,1
1772646103122_swipe,swipe,near/bright,22,1772646105198,1,1,74.198,21.043,0.0,98.241,0,0,1
1772646103122_swipe,swipe,near/bright,23,1772646105301,1,1,69.278,21.06,0.0,92.337,0,0,1
1772646103122_swipe,swipe,near/bright,24,1772646105399,1,1,60.127,21.531,1.001,85.661,0,0,1
1772646103122_swipe,swipe,near/bright,25,1772646105500,1,1,65.306,22.208,0.0,90.453,0,0,1
1772646103122_swipe,swipe,near/bright,26,1772646105602,1,1,65.622,21.55,0.0,91.341,0,0,1
1772646103122_swipe,swipe,near/bright,27,1772646105700,1,1,60.226,22.566,1.0,85.792,0,0,1
1772646103122_swipe,swipe,near/bright,28,1772646105794,1,1,58.122,23.051,0.0,83.679,0,0,1
1772646103122_swipe,swipe,near/bright,29,1772646105901,1,1,69.095,20.032,0.0,91.124,0,0,1
1772646103122_swipe,swipe,near/bright,30,1772646105994,1,1,62.189,18.058,0.0,82.242,0,0,1
1772646103122_swipe,swipe,near/bright,31,1772646106097,1,1,65.624,22.568,0.999,91.194,0,0,1
1772646103122_swipe,swipe,near/bright,32,1772646106198,1,1,67.649,19.073,0.0,89.691,0,0,1
1772646103122_swipe,swipe,near/bright,33,1772646106312,1,1,78.718,20.529,0.0,101.752,0,0,1
1772646103122_swipe,swipe,near/bright,34,1772646106415,1,1,59.159,25.538,0.0,86.704,0,0,1
1772646103122_swipe,swipe,near/bright,35,1772646106517,1,1,68.156,22.033,0.0,92.193,0,0,1
1772646103122_swipe,swipe,near/bright,36,1772646106612,1,1,56.144,26.019,0.0,84.672,0,0,1
1772646103122_swipe,swipe,near/bright,37,1772646106710,1,1,62.111,21.878,0.0,86.987,0,0,1
1772646103122_swipe,swipe,near/bright,38,1772646106816,1,1,66.139,24.549,0.0,93.69,0,0,1
1772646103122_swipe,swipe,near/bright,39,1772646106921,1,1,70.2,21.533,0.0,94.238,0,0,1
1772646103122_swipe,swipe,near/bright,40,1772646106989,0,0,57.132,0.0,0.0,58.134,0,1,0
1772646103122_swipe,swipe,near/bright,41,1772646107059,0,0,56.65,0.0,0.0,57.651,0,0,0
1772646103122_swipe,swipe,near/bright,42,1772646107131,0,0,59.124,0.0,0.0,60.633,0,0,0
1772646103122_swipe,swipe,near/bright,43,1772646107209,0,0,65.097,0.0,0.0,66.096,0,0,0
1772646103122_swipe,swipe,near/bright,44,1772646107289,0,0,65.652,0.0,0.0,67.156,0,0,0
1772646103122_swipe,swipe,near/bright,45,1772646107368,0,0,63.166,0.0,0.0,65.165,0,0,0
1772646103122_swipe,swipe,near/bright,46,1772646107439,0,0,56.775,0.0,0.0,57.777,0,0,0
1772646103122_swipe,swipe,near/bright,47,1772646107515,0,0,64.168,0.0,0.0,66.177,0,0,0
1772646103122_swipe,swipe,near/bright,48,1772646107589,0,0,59.136,0.0,0.0,60.64,0,0,0
1772646103122_swipe,swipe,near/bright,49,1772646107658,0,0,55.999,0.0,0.0,57.999,0,0,0
1772646103122_swipe,swipe,near/bright,50,1772646107730,0,0,60.459,0.0,0.0,62.009,0,0,0
1772646103122_swipe,swipe,near/bright,51,1772646107808,0,0,65.567,0.0,0.0,66.566,0,0,0
1772646103122_swipe,swipe,near/bright,52,1772646107888,0,0,67.527,0.0,0.0,68.527,0,0,0
1772646103122_swipe,swipe,near/bright,53,1772646107964,0,0,63.616,0.0,0.0,64.621,0,0,0
1772646103122_swipe,swipe,near/bright,54,1772646108043,0,0,64.663,0.0,0.0,66.686,0,0,0
1772646103122_swipe,swipe,near/bright,55,1772646108147,1,0,68.186,22.706,0.0,92.414,0,0,0
1772646103122_swipe,swipe,near/bright,56,1772646108246,1,1,61.757,23.052,0.0,87.813,1,0,1
1772646103122_swipe,swipe,near/bright,57,1772646108350,1,1,63.949,23.048,0.0,89.995,0,0,1
1772646103122_swipe,swipe,near/bright,58,1772646108452,1,1,62.691,26.551,0.0,90.246,0,0,1
1772646103122_swipe,swipe,near/bright,59,1772646108548,1,1,61.618,19.049,0.999,84.665,0,0,1
1772646103122_swipe,swipe,near/bright,60,1772646108649,1,1,63.863,21.042,1.0,87.905,0,0,1
1772646103122_swipe,swipe,near/bright,61,1772646108747,1,1,62.216,20.043,0.0,86.273,0,0,1
1772646103122_swipe,swipe,near/bright,62,1772646108855,1,1,65.641,30.368,0.0,98.012,0,0,1
1772646103122_swipe,swipe,near/bright,63,1772646108947,1,1,59.13,20.561,0.0,81.693,0,0,1
1772646103122_swipe,swipe,near/bright,64,1772646109041,1,1,61.373,19.533,0.0,83.904,0,0,1
1772646103122_swipe,swipe,near/bright,65,1772646109140,1,1,61.175,23.027,0.0,87.207,0,0,1
1772646103122_swipe,swipe,near/bright,66,1772646109236,1,1,58.642,22.036,0.0,83.183,0,0,1
1772646103122_swipe,swipe,near/bright,67,1772646109338,1,1,61.65,26.153,0.0,90.797,0,0,1
1772646103122_swipe,swipe,near/bright,68,1772646109437,1,1,60.11,21.058,0.0,84.17,0,0,1
1772646103122_swipe,swipe,near/bright,69,1772646109507,0,0,54.26,0.0,0.0,56.259,0,1,0
1772646103122_swipe,swipe,near/bright,70,1772646109587,0,0,65.214,0.0,0.0,67.213,0,0,0
1772646103122_swipe,swipe,near/bright,71,1772646109660,0,0,58.63,0.0,0.0,60.63,0,0,0
1772646103122_swipe,swipe,near/bright,72,1772646109741,0,0,67.801,0.0,0.0,69.305,0,0,0
1772646103122_swipe,swipe,near/bright,73,1772646109818,0,0,63.632,0.0,0.0,64.632,0,0,0
1772646103122_swipe,swipe,near/bright,74,1772646109892,0,0,61.18,0.0,0.0,63.201,0,0,0
1772646103122_swipe,swipe,near/bright,75,1772646109994,1,1,63.299,20.545,0.0,85.852,1,0,1
1772646103122_swipe,swipe,near/bright,76,1772646110100,1,1,65.781,21.065,1.0,90.847,0,0,1
1772646103122_swipe,swipe,near/bright,77,1772646110194,1,1,60.638,21.06,0.0,82.704,0,0,1
1772646103122_swipe,swipe,near/bright,78,1772646110291,1,1,62.101,21.532,0.0,85.635,0,0,1
1772646103122_swipe,swipe,near/bright,79,1772646110395,1,1,66.121,23.048,0.0,92.174,0,0,1
1772646103122_swipe,swipe,near/bright,80,1772646110491,1,1,61.127,20.035,0.999,84.668,0,0,1
1772646103122_swipe,swipe,near/bright,81,1772646110561,0,0,56.125,0.0,0.0,58.12,0,1,0
1772646103122_swipe,swipe,near/bright,82,1772646110635,0,0,62.251,0.0,0.0,64.256,0,0,0
1772646103122_swipe,swipe,near/bright,83,1772646110708,0,0,58.637,0.0,0.0,59.637,0,0,0
