trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1771264127225_swipe,swipe,near/dim,1771264129980,track_new,2,,,
1771264127225_swipe,swipe,near/dim,1771264132620,track_lost,2,,,
1771264127225_swipe,swipe,near/dim,1771264132831,track_new,3,,,
1771264127225_swipe,swipe,near/dim,1771264133885,track_lost,3,,,
1771264127225_swipe,swipe,near/dim,1771264135498,track_new,6,,,
1771264127225_swipe,swipe,near/dim,1771264136287,track_lost,6,,,
1771264127225_swipe,swipe,near/dim,1771264137927,track_new,8,,,
1771264127225_swipe,swipe,near/dim,1771264139106,track_lost,8,,,
1771264127225_swipe,swipe,near/dim,1771264139382,track_new,9,,,
1771264127225_swipe,swipe,near/dim,1771264141958,track_lost,9,,,
1771264127225_swipe,swipe,near/dim,1771264142927,track_lost,9,,,
1771264127225_swipe,swipe,near/dim,1771264146428,track_lost,9,,,
1771264127225_swipe,swipe,near/dim,1771264146624,track_lost,9,,,
1771264127225_swipe,swipe,near/dim,1771264147042,track_lost,9,,,
