trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1773324871987_interfere,interfere,near/dim,1773324873194,track_new,2,,,
1773324871987_interfere,interfere,near/dim,1773324873195,track_new,1,,,
1773324871987_interfere,interfere,near/dim,1773324873283,track_lost,2,,,
1773324871987_interfere,interfere,near/dim,1773324873576,track_lost,1,,,
1773324871987_interfere,interfere,near/dim,1773324874637,track_new,3,,,
1773324871987_interfere,interfere,near/dim,1773324877410,track_lost,3,,,
1773324871987_interfere,interfere,near/dim,1773324880234,track_lost,1,,,
1773324871987_interfere,interfere,near/dim,1773324880569,track_new,4,,,
1773324871987_interfere,interfere,near/dim,1773324880679,track_new,5,,,
1773324871987_interfere,interfere,near/dim,1773324880679,track_lost,4,,,
1773324871987_interfere,interfere,near/dim,1773324880758,track_lost,5,,,
1773324871987_interfere,interfere,near/dim,1773324882931,track_lost,5,,,
1773324871987_interfere,interfere,near/dim,1773324887417,track_lost,5,,,
1773324871987_interfere,interfere,near/dim,1773324888458,track_lost,1,,,
1773324871987_interfere,interfere,near/dim,1773324888528,track_lost,5,,,
1773324871987_interfere,interfere,near/dim,1773324888730,track_new,6,,,
1773324871987_interfere,interfere,near/dim,1773324888925,track_lost,6,,,
1773324871987_interfere,interfere,near/dim,1773324889036,track_new,7,,,
1773324871987_interfere,interfere,near/dim,1773324889568,track_lost,7,,,
1773324871987_interfere,interfere,near/dim,1773324892693,track_lost,7,,,
1773324871987_interfere,interfere,near/dim,1773324894227,track_lost,7,,,
1773324871987_interfere,interfere,near/dim,1773324895091,track_lost,6,,,
1773324871987_interfere,interfere,near/dim,1773324902109,track_lost,7,,,
1773324871987_interfere,interfere,near/dim,1773324902187,track_lost,6,,,
