trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1774975794697_swipe,swipe,near/bright,1774975795686,track_new,1,,,
1774975794697_swipe,swipe,near/bright,1774975795950,track_new,2,,,
1774975794697_swipe,swipe,near/bright,1774975795950,track_lost,1,,,
1774975794697_swipe,swipe,near/bright,1774975796081,track_new,3,,,
1774975794697_swipe,swipe,near/bright,1774975796081,track_lost,2,,,
1774975794697_swipe,swipe,near/bright,1774975804196,track_lost,3,,,
1774975794697_swipe,swipe,near/bright,1774975805409,track_lost,3,,,
1774975794697_swipe,swipe,near/bright,1774975805534,track_new,7,,,
1774975794697_swipe,swipe,near/bright,1774975807152,track_new,9,,,
1774975794697_swipe,swipe,near/bright,1774975807152,track_lost,7,,,
1774975794697_swipe,swipe,near/bright,1774975807636,track_new,10,,,
1774975794697_swipe,swipe,near/bright,1774975807636,track_lost,9,,,
1774975794697_swipe,swipe,near/bright,1774975807767,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975808006,track_lost,7,,,
1774975794697_swipe,swipe,near/bright,1774975808127,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975808255,track_lost,9,,,
1774975794697_swipe,swipe,near/bright,1774975808373,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975808744,track_lost,7,,,
1774975794697_swipe,swipe,near/bright,1774975808868,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975808992,track_lost,9,,,
1774975794697_swipe,swipe,near/bright,1774975809113,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975809228,track_lost,7,,,
1774975794697_swipe,swipe,near/bright,1774975809358,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975809479,track_lost,9,,,
1774975794697_swipe,swipe,near/bright,1774975809708,track_lost,7,,,
1774975794697_swipe,swipe,near/bright,1774975809968,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975810087,track_lost,9,,,
1774975794697_swipe,swipe,near/bright,1774975810212,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975810462,track_lost,9,,,
1774975794697_swipe,swipe,near/bright,1774975810555,track_lost,10,,,
1774975794697_swipe,swipe,near/bright,1774975810817,track_lost,9,,,
1774975794697_swipe,swipe,near/bright,1774975810944,track_lost,10,,,
