trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1771262099016_interfere,interfere,near/bright,1771262099515,track_new,1,,,
1771262099016_interfere,interfere,near/bright,1771262099748,track_lost,1,,,
1771262099016_interfere,interfere,near/bright,1771262100063,track_lost,1,,,
1771262099016_interfere,interfere,near/bright,1771262100429,track_new,3,,,
1771262099016_interfere,interfere,near/bright,1771262101479,track_lost,3,,,
1771262099016_interfere,interfere,near/bright,1771262101713,track_new,4,,,
1771262099016_interfere,interfere,near/bright,1771262102585,track_lost,1,,,
1771262099016_interfere,interfere,near/bright,1771262109902,track_lost,1,,,
1771262099016_interfere,interfere,near/bright,1771262110261,track_lost,1,,,
1771262099016_interfere,interfere,near/bright,1771262110496,track_new,6,,,
1771262099016_interfere,interfere,near/bright,1771262112358,track_new,7,,,
1771262099016_interfere,interfere,near/bright,1771262112923,track_lost,7,,,
1771262099016_interfere,interfere,near/bright,1771262116135,track_lost,4,,,
1771262099016_interfere,interfere,near/bright,1771262116596,track_new,10,,,
1771262099016_interfere,interfere,near/bright,1771262116856,track_lost,6,,,
1771262099016_interfere,interfere,near/bright,1771262116967,track_lost,4,,,
