trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1772646234951_swipe,swipe,far/dim,1772646237168,track_new,1,,,
1772646234951_swipe,swipe,far/dim,1772646239593,track_lost,1,,,
1772646234951_swipe,swipe,far/dim,1772646241624,track_new,2,,,
1772646234951_swipe,swipe,far/dim,1772646242351,track_new,4,,,
1772646234951_swipe,swipe,far/dim,1772646242351,track_lost,2,,,
1772646234951_swipe,swipe,far/dim,1772646242758,track_new,5,,,
1772646234951_swipe,swipe,far/dim,1772646242759,track_lost,4,,,
1772646234951_swipe,swipe,far/dim,1772646243068,track_lost,5,,,
1772646234951_swipe,swipe,far/dim,1772646243868,track_lost,4,,,
1772646234951_swipe,swipe,far/dim,1772646246128,track_lost,4,,,
