trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1772646074464_swipe,swipe,near/bright,1772646079131,track_new,1,,,
1772646074464_swipe,swipe,near/bright,1772646079989,track_new,2,,,
1772646074464_swipe,swipe,near/bright,1772646080919,track_lost,2,,,
1772646074464_swipe,swipe,near/bright,1772646083542,track_lost,1,,,
1772646074464_swipe,swipe,near/bright,1772646084414,track_lost,1,,,
1772646074464_swipe,swipe,near/bright,1772646084808,track_new,3,,,
1772646074464_swipe,swipe,near/bright,1772646085166,track_lost,3,,,
1772646074464_swipe,swipe,near/bright,1772646088585,track_lost,3,,,
1772646074464_swipe,swipe,near/bright,1772646089123,track_lost,3,,,
1772646074464_swipe,swipe,near/bright,1772646089293,track_lost,3,,,
1772646074464_swipe,swipe,near/bright,1772646089654,track_lost,3,,,
1772646074464_swipe,swipe,near/bright,1772646091026,track_new,5,,,
1772646074464_swipe,swipe,near/bright,1772646092985,track_lost,5,,,
