trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1773343666398_swipe,swipe,near/dim,1,1773343666546,0,0,69.438,0.0,0.0,71.941,0,0,0
1773343666398_swipe,swipe,near/dim,2,1773343666626,0,0,65.697,0.0,0.0,67.197,0,0,0
1773343666398_swipe,swipe,near/dim,3,1773343666702,0,0,60.268,0.0,0.0,61.264,0,0,0
1773343666398_swipe,swipe,near/dim,4,1773343666787,0,0,69.395,0.0,0.0,70.41,0,0,0
1773343666398_swipe,swipe,near/dim,5,1773343666866,0,0,63.675,0.0,0.0,65.182,0,0,0
1773343666398_swipe,swipe,near/dim,6,1773343666944,0,0,66.035,0.0,0.0,68.034,0,0,0
1773343666398_swipe,swipe,near/dim,7,1773343667027,0,0,63.679,0.0,0.0,66.187,0,0,0
1773343666398_swipe,swipe,near/dim,8,1773343667100,0,0,62.798,0.0,0.0,63.799,0,0,0
1773343666398_swipe,swipe,near/dim,9,1773343667179,0,0,63.792,0.0,0.0,66.799,0,0,0
1773343666398_swipe,swipe,near/dim,10,1773343667259,0,0,63.167,0.0,0.0,65.172,0,0,0
1773343666398_swipe,swipe,near/dim,11,1773343667339,0,0,66.321,0.0,0.0,67.321,0,0,0
1773343666398_swipe,swipe,near/dim,12,1773343667420,0,0,63.174,0.0,0.0,64.68,0,0,0
1773343666398_swipe,swipe,near/dim,13,1773343667500,0,0,66.302,0.0,0.0,68.301,0,0,0
1773343666398_swipe,swipe,near/dim,14,1773343667574,0,0,63.256,0.0,0.0,63.256,0,0,0
1773343666398_swipe,swipe,near/dim,15,1773343667653,0,0,65.614,0.0,0.0,66.614,0,0,0
1773343666398_swipe,swipe,near/dim,16,1773343667734,0,0,68.327,0.0,0.0,69.323,0,0,0
1773343666398_swipe,swipe,near/dim,17,1773343667818,0,0,69.185,0.0,0.0,71.563,0,0,0
1773343666398_swipe,swipe,near/dim,18,1773343667895,0,0,63.636,0.0,0.0,64.634,0,0,0
1773343666398_swipe,swipe,near/dim,19,1773343667970,0,0,62.889,0.0,0.0,63.883,0,0,0
1773343666398_swipe,swipe,near/dim,20,1773343668050,0,0,63.825,0.0,0.0,65.825,0,0,0
1773343666398_swipe,swipe,near/dim,21,1773343668127,0,0,62.848,0.0,0.0,64.98,0,0,0
1773343666398_swipe,swipe,near/dim,22,1773343668203,0,0,61.408,0.0,0.0,63.408,0,0,0
1773343666398_swipe,swipe,near/dim,23,1773343668286,0,0,65.321,0.0,0.0,67.4,0,0,0
1773343666398_swipe,swipe,near/dim,24,1773343668364,0,0,62.803,0.0,0.0,64.802,0,0,0
1773343666398_swipe,swipe,near/dim,25,1773343668451,0,0,68.138,0.0,0.0,69.138,0,0,0
1773343666398_swipe,swipe,near/dim,26,1773343668530,0,0,64.478,0.0,0.0,66.477,0,0,0
1773343666398_swipe,swipe,near/dim,27,1773343668609,0,0,65.211,0.0,0.0,67.208,0,0,0
1773343666398_swipe,swipe,near/dim,28,1773343668681,0,0,58.608,0.0,0.0,59.607,0,0,0
1773343666398_swipe,swipe,near/dim,29,1773343668764,0,0,67.384,0.0,0.0,68.383,0,0,0
1773343666398_swipe,swipe,near/dim,30,1773343668854,0,0,75.317,0.0,0.0,77.319,0,0,0
1773343666398_swipe,swipe,near/dim,31,1773343668930,0,0,64.038,0.0,0.0,66.039,0,0,0
1773343666398_swipe,swipe,near/dim,32,1773343669011,0,0,63.932,0.999,0.0,65.931,0,0,0
1773343666398_swipe,swipe,near/dim,33,1773343669089,0,0,63.085,0.0,0.0,65.088,0,0,0
1773343666398_swipe,swipe,near/dim,34,1773343669161,0,0,59.001,0.0,0.0,61.007,0,0,0
1773343666398_swipe,swipe,near/dim,35,1773343669232,0,0,58.87,0.0,0.0,60.868,0,0,0
1773343666398_swipe,swipe,near/dim,36,1773343669303,0,0,58.689,0.0,0.0,60.693,0,0,0
1773343666398_swipe,swipe,near/dim,37,1773343669378,0,0,59.578,0.0,0.0,61.584,0,0,0
1773343666398_swipe,swipe,near/dim,38,1773343669455,0,0,64.366,0.0,0.0,65.366,0,0,0
1773343666398_swipe,swipe,near/dim,39,1773343669528,0,0,60.315,0.0,0.0,61.323,0,0,0
