trial_id,trial_type,condition,t_ms,event,track_id,pred,gt,sim
1771262988805_interfere,interfere,near/dim,1771262989251,track_new,1,,,
1771262988805_interfere,interfere,near/dim,1771262989556,track_lost,1,,,
1771262988805_interfere,interfere,near/dim,1771262989758,track_lost,1,,,
1771262988805_interfere,interfere,near/dim,1771262991335,track_new,5,,,
1771262988805_interfere,interfere,near/dim,1771262991336,track_lost,1,,,
1771262988805_interfere,interfere,near/dim,1771262992076,track_lost,1,,,
1771262988805_interfere,interfere,near/dim,1771262995378,track_lost,5,,,
1771262988805_interfere,interfere,near/dim,1771262995490,track_new,15,,,
1771262988805_interfere,interfere,near/dim,1771262997996,track_lost,15,,,
1771262988805_interfere,interfere,near/dim,1771263000290,track_lost,15,,,
1771262988805_interfere,interfere,near/dim,1771263017636,track_lost,15,,,
1771262988805_interfere,interfere,near/dim,1771263019305,track_new,34,,,
1771262988805_interfere,interfere,near/dim,1771263020674,track_lost,34,,,
1771262988805_interfere,interfere,near/dim,1771263020788,track_new,35,,,
1771262988805_interfere,interfere,near/dim,1771263021632,track_lost,35,,,
1771262988805_interfere,interfere,near/dim,1771263021860,track_lost,35,,,
1771262988805_interfere,interfere,near/dim,1771263023148,track_new,36,,,
1771262988805_interfere,interfere,near/dim,1771263023560,track_lost,36,,,
1771262988805_interfere,interfere,near/dim,1771263023892,track_new,37,,,
1771262988805_interfere,interfere,near/dim,1771263024381,track_lost,36,,,
1771262988805_interfere,interfere,near/dim,1771263028110,track_lost,37,,,
